Parameters vs Time
Line A: Structure Forces, Total Force/Moment - Global X (floater) [N]

*Time (s);Line A (N)
10248.90039;721283.25
10249;705568
10249.10059;687836.5
10249.2002;669695.375
10249.2998;650401.75
10249.40039;629811.9375
10249.5;609333.6875
10249.60059;587567.375
10249.7002;565910.5625
10249.7998;544156.75
10249.90039;522242.53125
10250;500871.65625
10250.10059;479292.28125
10250.2002;458918
10250.2998;439218.59375
10250.40039;419822.8125
10250.5;402189.1875
10250.60059;384941
10250.7002;369272.09375
10250.7998;354817.59375
10250.90039;341145.96875
10251;329075.34375
10251.10059;318145.1875
10251.2002;308053.28125
10251.2998;298837.84375
10251.40039;290496.59375
10251.5;283191.78125
10251.60059;276329.34375
10251.7002;270077.40625
10251.7998;264400.15625
10251.90039;258621.09375
10252;253028.21875
10252.10059;247369.09375
10252.2002;241619.8125
10252.2998;236028.453125
10252.40039;229880.671875
10252.5;223809.78125
10252.60059;216984.3125
10252.7002;210015.4375
10252.7998;202913.671875
10252.90039;195240.90625
10253;187676.96875
10253.10059;179905.21875
10253.2002;172270.125
10253.2998;164950.578125
10253.40039;157458.15625
10253.5;150397.34375
10253.60059;143746.671875
10253.7002;137656.640625
10253.7998;132571.625
10253.90039;128245.671875
10254;124934.375
10254.10059;122392.609375
10254.2002;120697.2734375
10254.2998;120321.1015625
10254.40039;120799.984375
10254.5;122544.1171875
10254.60059;125214.6796875
10254.7002;128993.8203125
10254.7998;133391.25
10254.90039;138643.015625
10255;144641.4375
10255.10059;150925.484375
10255.2002;157678.8125
10255.2998;164887.625
10255.40039;171967.71875
10255.5;179131.515625
10255.60059;186146.171875
10255.7002;192745.46875
10255.7998;198983.875
10255.90039;204689.21875
10256;209844.6875
10256.10059;214510.375
10256.2002;218263.78125
10256.2998;221469.1875
10256.40039;223749.84375
10256.5;225435.03125
10256.60059;226625.34375
10256.7002;227046
10256.7998;227026.46875
10256.90039;226701
10257;225875.875
10257.10059;225048.03125
10257.2002;224014.46875
10257.2998;223367.03125
10257.40039;222482.46875
10257.5;221750.359375
10257.60059;221217.09375
10257.7002;221499.078125
10257.7998;221713
10257.90039;222664.34375
10258;223954.890625
10258.10059;225803.3125
10258.2002;228018.15625
10258.2998;230243.40625
10258.40039;233121.109375
10258.5;236187.828125
10258.60059;239406.25
10258.7002;242428.5625
10258.7998;245383.375
10258.90039;248378.34375
10259;250744.15625
10259.10059;252654.6875
10259.2002;254003.203125
10259.2998;254965.09375
10259.40039;254960.53125
10259.5;254475.234375
10259.60059;252705.59375
10259.7002;250711.59375
10259.7998;247573.03125
10259.90039;243771.875
10260;239214.25
10260.10059;234320.375
10260.2002;228871.4375
10260.2998;222860.203125
10260.40039;216858.46875
10260.5;210870.90625
10260.60059;204947.28125
10260.7002;199564.5625
10260.7998;194177.8125
10260.90039;189560.0625
10261;185758.125
10261.10059;182936.46875
10261.2002;181107.109375
10261.2998;180401.453125
10261.40039;180908.4375
10261.5;182900.8125
10261.60059;185706.953125
10261.7002;190129.953125
10261.7998;195182.84375
10261.90039;201582.59375
10262;208828.34375
10262.10059;217084.109375
10262.2002;226243.140625
10262.2998;235528.15625
10262.40039;245063.65625
10262.5;254800.9375
10262.60059;264387.625
10262.7002;273473.96875
10262.7998;282069.4375
10262.90039;290053.5625
10263;297152.71875
10263.10059;303069.84375
10263.2002;307687.625
10263.2998;311247.40625
10263.40039;313189.1875
10263.5;314153.75
10263.60059;313071.9375
10263.7002;311064.40625
10263.7998;307669.625
10263.90039;303082.78125
10264;297327.78125
10264.10059;290955.21875
10264.2002;283746.75
10264.2998;275989.75
10264.40039;268059.65625
10264.5;259853.4375
10264.60059;251812.015625
10264.7002;244588.421875
10264.7998;237495.125
10264.90039;231421.84375
10265;226037.625
10265.10059;221964.28125
10265.2002;218924.875
10265.2998;217128.90625
10265.40039;216808.46875
10265.5;217883.78125
10265.60059;220136.125
10265.7002;223506.34375
10265.7998;228045.21875
10265.90039;233528.515625
10266;239818.0625
10266.10059;246789.9375
10266.2002;254178.6875
10266.2998;261837.578125
10266.40039;269287.4375
10266.5;276462.34375
10266.60059;283089.21875
10266.7002;289137.25
10266.7998;293931.09375
10266.90039;297823.65625
10267;300341.8125
10267.10059;301300.9375
10267.2002;300670.4375
10267.2998;298373.90625
10267.40039;294770.6875
10267.5;289268.625
10267.60059;282021.25
10267.7002;273285.34375
10267.7998;263198.34375
10267.90039;251452.1875
10268;239038.65625
10268.10059;225424.09375
10268.2002;211308.390625
10268.2998;196733.515625
10268.40039;181632.5625
10268.5;166681.25
10268.60059;151747.4375
10268.7002;137546.40625
10268.7998;123625.5390625
10268.90039;110942.0625
10269;98986.875
10269.10059;88234.875
10269.2002;78613.796875
10269.2998;70511.6875
10269.40039;63557.55078125
10269.5;58012.484375
10269.60059;53985.6953125
10269.7002;51226.9609375
10269.7998;49887.6953125
10269.90039;49540.46875
10270;50329.61328125
10270.10059;52131.08203125
10270.2002;54628.40625
10270.2998;57893.96875
10270.40039;61677.546875
10270.5;65661.75
10270.60059;70132.8984375
10270.7002;74633.453125
10270.7998;79064.421875
10270.90039;83553.9921875
10271;87787.6953125
10271.10059;91847.75
10271.2002;95749.3828125
10271.2998;99233.125
10271.40039;102627.796875
10271.5;105751.046875
10271.60059;108900.7421875
10271.7002;111771.0234375
10271.7998;114695.328125
10271.90039;117713.65625
10272;121081.953125
10272.10059;124589.7265625
10272.2002;128479.359375
10272.2998;132837.671875
10272.40039;137917.375
10272.5;143331.4375
10272.60059;149582.4375
10272.7002;156403.34375
10272.7998;163964.46875
10272.90039;172143.40625
10273;180812.125
10273.10059;189942.4375
10273.2002;199729.5
10273.2998;209490.5
10273.40039;219761.671875
10273.5;229921.296875
10273.60059;240013.15625
10273.7002;249468.578125
10273.7998;258836.40625
10273.90039;267243.9375
10274;275535.46875
10274.10059;282167.4375
10274.2002;288142.125
10274.2998;292966.03125
10274.40039;296186.71875
10274.5;298170.9375
10274.60059;298840.59375
10274.7002;297986.78125
10274.7998;296207.125
10274.90039;292725.375
10275;288191.6875
10275.10059;282518.3125
10275.2002;276256.84375
10275.2998;268452.875
10275.40039;261182.5625
10275.5;252842.15625
10275.60059;244732.359375
10275.7002;236682.828125
10275.7998;228700.65625
10275.90039;221553.6875
10276;215163.171875
10276.10059;209804.75
10276.2002;205388.9375
10276.2998;202400.1875
10276.40039;200909.90625
10276.5;201155.34375
10276.60059;203218.8125
10276.7002;206700.15625
10276.7998;211887.09375
10276.90039;218829.703125
10277;227255.09375
10277.10059;237367.9375
10277.2002;249164.984375
10277.2998;261814.28125
10277.40039;275837.5
10277.5;290489
10277.60059;306065.40625
10277.7002;321875.3125
10277.7998;338128.71875
10277.90039;354552.46875
10278;370711.78125
10278.10059;386433.40625
10278.2002;401610.6875
10278.2998;415960.21875
10278.40039;429875.46875
10278.5;442490.90625
10278.60059;454354.375
10278.7002;464623.625
10278.7998;473764.25
10278.90039;481691.59375
10279;488471.5625
10279.10059;493997.3125
10279.2002;498800.5
10279.2998;501489.96875
10279.40039;503827.21875
10279.5;505475.625
10279.60059;506118.71875
10279.7002;505754.09375
10279.7998;505188.75
10279.90039;503952.90625
10280;502356.59375
10280.10059;500658.46875
10280.2002;498799.5625
10280.2998;496620
10280.40039;494920.28125
10280.5;492834.5
10280.60059;491299.6875
10280.7002;489320.09375
10280.7998;487410.5625
10280.90039;485941.84375
10281;484716.6875
10281.10059;483354.46875
10281.2002;481664.6875
10281.2998;480119.34375
10281.40039;478437.46875
10281.5;476306.34375
10281.60059;474284.625
10281.7002;471675.5625
10281.7998;468819.4375
10281.90039;465167.71875
10282;461267.5625
10282.10059;456823.75
10282.2002;451785
10282.2998;445937.9375
10282.40039;439604.59375
10282.5;432789.90625
10282.60059;425158.6875
10282.7002;416939.1875
10282.7998;408378.4375
10282.90039;399039
10283;389471.125
10283.10059;379320.1875
10283.2002;368947.125
10283.2998;358181.09375
10283.40039;346949.5
10283.5;335812.78125
10283.60059;324558.90625
10283.7002;312919.09375
10283.7998;301536.21875
10283.90039;289994.03125
10284;278688.75
10284.10059;266906.71875
10284.2002;255832
10284.2998;244590.59375
10284.40039;233599.5625
10284.5;222722.296875
10284.60059;212013.0625
10284.7002;201654.515625
10284.7998;191639.6875
10284.90039;181834.140625
10285;172505.8125
10285.10059;163428.859375
10285.2002;155132.65625
10285.2998;147255.84375
10285.40039;140177.875
10285.5;133726.4375
10285.60059;128192.2734375
10285.7002;123516.9375
10285.7998;120169.96875
10285.90039;117622.375
10286;116570.484375
10286.10059;116949.8515625
10286.2002;118934.9921875
10286.2998;122469.1640625
10286.40039;127636.75
10286.5;134655.796875
10286.60059;143807.140625
10286.7002;154355.125
10286.7998;166972.09375
10286.90039;181655.21875
10287;198089.296875
10287.10059;216473.34375
10287.2002;236593.78125
10287.2998;258093.859375
10287.40039;281073.53125
10287.5;305076.34375
10287.60059;330799.6875
10287.7002;357074.4375
10287.7998;384183.5625
10287.90039;411925.3125
10288;439733.65625
10288.10059;467455.1875
10288.2002;494217.5625
10288.2998;521402.25
10288.40039;547349.125
10288.5;572439.375
10288.60059;596535.375
10288.7002;618554.75
10288.7998;639162.25
10288.90039;658354.6875
10289;675140.625
10289.10059;690642
10289.2002;704602.0625
10289.2998;715794.875
10289.40039;725571.875
10289.5;733382.875
10289.60059;739247.6875
10289.7002;743845.3125
10289.7998;746789.875
10289.90039;748997.0625
10290;749043.5
10290.10059;748677
10290.2002;747967.625
10290.2998;746245.625
10290.40039;744302.4375
10290.5;742156.25
10290.60059;739992.125
10290.7002;738211.5625
10290.7998;735931.0625
10290.90039;734253.375
10291;733107.25
10291.10059;732585.1875
10291.2002;731344.875
10291.2998;731306.6875
10291.40039;730954.5
10291.5;731203.625
10291.60059;731488.5625
10291.7002;731840
10291.7998;731655.6875
10291.90039;731185.75
10292;729940.0625
10292.10059;728354.875
10292.2002;725253.5625
10292.2998;721949.4375
10292.40039;717377.0625
10292.5;711257.6875
10292.60059;703811.375
10292.7002;695277.9375
10292.7998;684307.6875
10292.90039;672532.125
10293;659495.375
10293.10059;644705.125
10293.2002;629358.3125
10293.2998;612784.75
10293.40039;594574.625
10293.5;576138.5
10293.60059;556738.25
10293.7002;537030.75
10293.7998;517347.75
10293.90039;497850.40625
10294;478785.75
10294.10059;459969.09375
10294.2002;442382.90625
10294.2998;425898.59375
10294.40039;410294.5625
10294.5;396521.9375
10294.60059;384286.25
10294.7002;373739.21875
10294.7998;364775.96875
10294.90039;357399.125
10295;352052.5
10295.10059;348637.40625
10295.2002;346458.40625
10295.2998;346275.84375
10295.40039;347257.09375
10295.5;349817.8125
10295.60059;353092.1875
10295.7002;357300.875
10295.7998;362346.71875
10295.90039;367958.8125
10296;373558.1875
10296.10059;379292.09375
10296.2002;384728.125
10296.2998;389964.53125
10296.40039;394703.6875
10296.5;398794.9375
10296.60059;401817.6875
10296.7002;404280.0625
10296.7998;405658.9375
10296.90039;405957.65625
10297;405492.25
10297.10059;404033.375
10297.2002;401774.9375
10297.2998;398868.75
10297.40039;395185.625
10297.5;390811.6875
10297.60059;386166.125
10297.7002;381528.0625
10297.7998;376376.03125
10297.90039;371627.5
10298;367112.21875
10298.10059;362823.03125
10298.2002;358955.375
10298.2998;355715.0625
10298.40039;353191.09375
10298.5;351439.0625
10298.60059;350159.5625
10298.7002;349925.65625
10298.7998;350186.90625
10298.90039;351096.71875
10299;352592.96875
10299.10059;354540.8125
10299.2002;357056.34375
10299.2998;359722.34375
10299.40039;362138.71875
10299.5;364679.1875
10299.60059;367058.875
10299.7002;368704.0625
10299.7998;370137.53125
10299.90039;370563.8125
10300;370495.3125
10300.10059;369331.96875
10300.2002;367235.34375
10300.2998;364252.40625
10300.40039;360071.59375
10300.5;354883.46875
10300.60059;348952.3125
10300.7002;341802.15625
10300.7998;334432.03125
10300.90039;326016.59375
10301;317211.8125
10301.10059;308324.125
10301.2002;299180.5625
10301.2998;290218.28125
10301.40039;281774.5625
10301.5;273803.15625
10301.60059;266588.4375
10301.7002;260506.328125
10301.7998;255374.90625
10301.90039;251667.84375
10302;249679.34375
10302.10059;249181.484375
10302.2002;250451.296875
10302.2998;253277.59375
10302.40039;258086.046875
10302.5;264513
10302.60059;272905.71875
10302.7002;282290.59375
10302.7998;293459.90625
10302.90039;306242.5625
10303;319927.53125
10303.10059;334602.90625
10303.2002;349862.5625
10303.2998;365701.09375
10303.40039;381704.875
10303.5;397722.65625
10303.60059;413565.65625
10303.7002;428833.46875
10303.7998;443460.34375
10303.90039;457307.375
10304;470061.625
10304.10059;481635.25
10304.2002;491998.90625
10304.2998;500656.9375
10304.40039;507948.53125
10304.5;513914
10304.60059;518216.3125
10304.7002;520718.4375
10304.7998;522142.78125
10304.90039;522017.3125
10305;520489.40625
10305.10059;517928.34375
10305.2002;513896.625
10305.2998;508795.75
10305.40039;503058.0625
10305.5;496465.09375
10305.60059;488964.15625
10305.7002;481049.5625
10305.7998;472553.6875
10305.90039;463170.46875
10306;454135.34375
10306.10059;443965
10306.2002;433509.375
10306.2998;423237.96875
10306.40039;411840.53125
10306.5;400439.96875
10306.60059;388452.625
10306.7002;375701.1875
10306.7998;362779.875
10306.90039;348771.125
10307;334665
10307.10059;319361
10307.2002;303737.71875
10307.2998;287399.40625
10307.40039;270312.78125
10307.5;252524.28125
10307.60059;234159.0625
10307.7002;215644.921875
10307.7998;196649.0625
10307.90039;177440.75
10308;158465.3125
10308.10059;139760.53125
10308.2002;121916.4609375
10308.2998;104970.3046875
10308.40039;88987.578125
10308.5;74693.453125
10308.60059;62002.3046875
10308.7002;51489.20703125
10308.7998;43658.75
10308.90039;38501.8203125
10309;36350.109375
10309.10059;37662.98046875
10309.2002;42701.83984375
10309.2998;51241.625
10309.40039;63694.59765625
10309.5;79955.828125
10309.60059;100993.8359375
10309.7002;125340.328125
10309.7998;153665.78125
10309.90039;186401.796875
10310;222282.03125
10310.10059;262039.015625
10310.2002;304068.78125
10310.2998;349302.9375
10310.40039;397226.90625
10310.5;446545.96875
10310.60059;497683.65625
10310.7002;549772.5625
10310.7998;602202.625
10310.90039;655004.375
10311;707290.6875
10311.10059;758921.5625
10311.2002;808767.25
10311.2998;856931.75
10311.40039;903716.375
10311.5;947402.875
10311.60059;988599
10311.7002;1026857.125
10311.7998;1062067.5
10311.90039;1094108.875
10312;1122844.125
10312.10059;1149057.625
10312.2002;1171652.75
10312.2998;1191229.125
10312.40039;1208856
10312.5;1222646.25
10312.60059;1235815.75
10312.7002;1246567.125
10312.7998;1255092.25
10312.90039;1263459.25
10313;1270631.25
10313.10059;1278356.875
10313.2002;1284756.125
10313.2998;1291827.75
10313.40039;1299377.5
10313.5;1307663.375
10313.60059;1317700.875
10313.7002;1328551.125
10313.7998;1340384.875
10313.90039;1354776.875
10314;1369320.625
10314.10059;1386862.875
10314.2002;1405278
10314.2998;1424745
10314.40039;1445378.625
10314.5;1467707.375
10314.60059;1490275.5
10314.7002;1512977.75
10314.7998;1536461.875
10314.90039;1559372.375
10315;1581982
10315.10059;1604009.375
10315.2002;1624482.75
10315.2998;1643819.5
10315.40039;1660587.625
10315.5;1676314.125
10315.60059;1689203.5
10315.7002;1700409.125
10315.7998;1708610.375
10315.90039;1714828.5
10316;1718309
10316.10059;1718610.875
10316.2002;1717197.75
10316.2998;1712538.5
10316.40039;1706013.625
10316.5;1696891.5
10316.60059;1685864.625
10316.7002;1673452.625
10316.7998;1659431.875
10316.90039;1644970.625
10317;1628561.5
10317.10059;1612419.375
10317.2002;1595652.25
10317.2998;1578297
10317.40039;1561734.25
10317.5;1544895.5
10317.60059;1529254.375
10317.7002;1514849.125
10317.7998;1499986.875
10317.90039;1486416
10318;1473998.625
10318.10059;1462230.625
10318.2002;1451159.25
10318.2998;1441574.75
10318.40039;1431684.875
10318.5;1422677.25
10318.60059;1413434.875
10318.7002;1404522.625
10318.7998;1395400.875
10318.90039;1385989.875
10319;1375905.25
10319.10059;1364916.875
10319.2002;1352204.625
10319.2998;1339019
10319.40039;1323638.375
10319.5;1307090.25
10319.60059;1288708.5
10319.7002;1269029.25
10319.7998;1247646.75
10319.90039;1223733.125
10320;1198771.625
10320.10059;1171880.125
10320.2002;1144620
10320.2998;1116338
10320.40039;1086087.375
10320.5;1056848.75
10320.60059;1026233.75
10320.7002;996896.6875
10320.7998;967935.75
10320.90039;940330.375
10321;914060.3125
10321.10059;889572.6875
10321.2002;867526.3125
10321.2998;847884.25
10321.40039;831477.6875
10321.5;818600.1875
10321.60059;808908.75
10321.7002;803437.8125
10321.7998;801541
10321.90039;803937.125
10322;809761.1875
10322.10059;820844.25
10322.2002;834720.25
10322.2998;852505.3125
10322.40039;874147.875
10322.5;898805.6875
10322.60059;926856.5625
10322.7002;957428.5
10322.7998;989626.1875
10322.90039;1024309.8125
10323;1060260.875
10323.10059;1096823.25
10323.2002;1133713.375
10323.2998;1170362.875
10323.40039;1206989
10323.5;1242356.375
10323.60059;1276976.5
10323.7002;1309229.25
10323.7998;1339635.25
10323.90039;1367501.625
10324;1392921
10324.10059;1416075.875
10324.2002;1436164
10324.2998;1453776.125
10324.40039;1468134
10324.5;1479276.25
10324.60059;1488198.625
10324.7002;1494990.5
10324.7998;1499320.5
10324.90039;1501081.625
10325;1502191.375
10325.10059;1501173.375
10325.2002;1499471
10325.2998;1496050.625
